numero,municipio,codigo.ibge,ano,valor
122,Paudalho,2610608,2021,154931171.34
122,Paudalho,2610608,2022,199885978.46
122,Paudalho,2610608,2023,218358833.51
122,Paudalho,2610608,2024,285290289.51
123,Paulista,2610707,2012,
123,Paulista,2610707,2013,
123,Paulista,2610707,2014,
123,Paulista,2610707,2015,
123,Paulista,2610707,2016,
123,Paulista,2610707,2017,447993053.62
123,Paulista,2610707,2018,457491256.98
123,Paulista,2610707,2019,500563630.52
123,Paulista,2610707,2020,586053465.76
123,Paulista,2610707,2021,587299430.65
123,Paulista,2610707,2022,646555035.87
123,Paulista,2610707,2023,900026889.98
123,Paulista,2610707,2024,944225875.66
124,Pedra,2610806,2012,
124,Pedra,2610806,2013,
124,Pedra,2610806,2014,
124,Pedra,2610806,2015,
124,Pedra,2610806,2016,
124,Pedra,2610806,2017,47614852.97
124,Pedra,2610806,2018,51145713.74
124,Pedra,2610806,2019,52716100.37
124,Pedra,2610806,2020,53457167.62
124,Pedra,2610806,2021,59719599.21
124,Pedra,2610806,2022,80772677.03
124,Pedra,2610806,2023,91548238.12
124,Pedra,2610806,2024,103321582.46
125,Pesqueira,2610905,2012,
125,Pesqueira,2610905,2013,
125,Pesqueira,2610905,2014,
125,Pesqueira,2610905,2015,
125,Pesqueira,2610905,2016,
125,Pesqueira,2610905,2017,107116983.23
125,Pesqueira,2610905,2018,123959121.49
125,Pesqueira,2610905,2019,132807645.16
125,Pesqueira,2610905,2020,154881308.52
125,Pesqueira,2610905,2021,160941274.66
125,Pesqueira,2610905,2022,233042289.24
125,Pesqueira,2610905,2023,246620723.42
125,Pesqueira,2610905,2024,273788657.04
126,Petrolândia,2611002,2012,
126,Petrolândia,2611002,2013,
126,Petrolândia,2611002,2014,
126,Petrolândia,2611002,2015,
126,Petrolândia,2611002,2016,
126,Petrolândia,2611002,2017,80316586.03
126,Petrolândia,2611002,2018,81779796.6
126,Petrolândia,2611002,2019,88040808.41
126,Petrolândia,2611002,2020,91967844.96
126,Petrolândia,2611002,2021,103263176.42
126,Petrolândia,2611002,2022,144646633.28
126,Petrolândia,2611002,2023,175064818.08
126,Petrolândia,2611002,2024,205124295.69
127,Petrolina,2611101,2012,
127,Petrolina,2611101,2013,
127,Petrolina,2611101,2014,
127,Petrolina,2611101,2015,
127,Petrolina,2611101,2016,
127,Petrolina,2611101,2017,526326379.81
127,Petrolina,2611101,2018,712438244.03
127,Petrolina,2611101,2019,810213965.39
127,Petrolina,2611101,2020,840106890.78
127,Petrolina,2611101,2021,1046645586.45
127,Petrolina,2611101,2022,1266382187.4
127,Petrolina,2611101,2023,1436836871.86
127,Petrolina,2611101,2024,1613047359.12
128,Poção,2611200,2012,
128,Poção,2611200,2013,
128,Poção,2611200,2014,
128,Poção,2611200,2015,
128,Poção,2611200,2016,
128,Poção,2611200,2017,26962350.66
128,Poção,2611200,2018,30345317.03
128,Poção,2611200,2019,33779156.2
128,Poção,2611200,2020,38392528.81
128,Poção,2611200,2021,40979476.37
128,Poção,2611200,2022,48722280.74
128,Poção,2611200,2023,49369183.95
128,Poção,2611200,2024,57858319.64
129,Pombos,2611309,2012,
129,Pombos,2611309,2013,
129,Pombos,2611309,2014,
129,Pombos,2611309,2015,
129,Pombos,2611309,2016,
129,Pombos,2611309,2017,51942657.1
129,Pombos,2611309,2018,57002475.69
129,Pombos,2611309,2019,41833104.84
129,Pombos,2611309,2020,73070107.71
129,Pombos,2611309,2021,79037725.72
129,Pombos,2611309,2022,96798091.12
129,Pombos,2611309,2023,100750781.92
129,Pombos,2611309,2024,118634785.8
130,Primavera,2611408,2012,
130,Primavera,2611408,2013,
130,Primavera,2611408,2014,
130,Primavera,2611408,2015,
130,Primavera,2611408,2016,
130,Primavera,2611408,2017,31448986.96
130,Primavera,2611408,2018,33365496.08
130,Primavera,2611408,2019,37169430.63
130,Primavera,2611408,2020,40137283.34
130,Primavera,2611408,2021,47759820.03
130,Primavera,2611408,2022,54049262.67
130,Primavera,2611408,2023,56948259.83
130,Primavera,2611408,2024,64587866.57
131,Quipapá,2611507,2012,
131,Quipapá,2611507,2013,
131,Quipapá,2611507,2014,
131,Quipapá,2611507,2015,
131,Quipapá,2611507,2016,
131,Quipapá,2611507,2017,57396476.07
131,Quipapá,2611507,2018,56523378.78
131,Quipapá,2611507,2019,58112742.21
131,Quipapá,2611507,2020,66198109.35
131,Quipapá,2611507,2021,66231124.34
131,Quipapá,2611507,2022,79108353.29
131,Quipapá,2611507,2023,93614418.5
131,Quipapá,2611507,2024,97906036.7
132,Quixaba,2611533,2012,
132,Quixaba,2611533,2013,
132,Quixaba,2611533,2014,
132,Quixaba,2611533,2015,
132,Quixaba,2611533,2016,
132,Quixaba,2611533,2017,22704260.89
132,Quixaba,2611533,2018,25095514.48
132,Quixaba,2611533,2019,26917988.37
132,Quixaba,2611533,2020,28232195.24
132,Quixaba,2611533,2021,34658392.24
132,Quixaba,2611533,2022,46883497.3
132,Quixaba,2611533,2023,55042060.83
132,Quixaba,2611533,2024,55255285.06
133,Recife,2611606,2012,2358034692.53
133,Recife,2611606,2013,2619464621.62
133,Recife,2611606,2014,2996045198.93
133,Recife,2611606,2015,3875209363.94
133,Recife,2611606,2016,3729059009.12
133,Recife,2611606,2017,4409686440.02
133,Recife,2611606,2018,4769085080.88
133,Recife,2611606,2019,5051056344.93
133,Recife,2611606,2020,5309988986.69
133,Recife,2611606,2021,5737155377.34
133,Recife,2611606,2022,732314.18
133,Recife,2611606,2023,591499.51
133,Recife,2611606,2024,6230001403.76
134,Riacho das Almas,2611705,2012,
134,Riacho das Almas,2611705,2013,
134,Riacho das Almas,2611705,2014,
134,Riacho das Almas,2611705,2015,
134,Riacho das Almas,2611705,2016,
134,Riacho das Almas,2611705,2017,47455520.92
134,Riacho das Almas,2611705,2018,51110528.2
134,Riacho das Almas,2611705,2019,52104671.73
134,Riacho das Almas,2611705,2020,55217080.19
134,Riacho das Almas,2611705,2021,62104060.59
134,Riacho das Almas,2611705,2022,81099966.43
134,Riacho das Almas,2611705,2023,96847476.46
134,Riacho das Almas,2611705,2024,110081566.09
135,Ribeirão,2611804,2012,
135,Ribeirão,2611804,2013,
135,Ribeirão,2611804,2014,
135,Ribeirão,2611804,2015,
135,Ribeirão,2611804,2016,
135,Ribeirão,2611804,2017,80757990.42
135,Ribeirão,2611804,2018,91814923.94
135,Ribeirão,2611804,2019,99181807.83
135,Ribeirão,2611804,2020,109688714.66
135,Ribeirão,2611804,2021,127753756.86
135,Ribeirão,2611804,2022,140000379.48
135,Ribeirão,2611804,2023,160293761.72
135,Ribeirão,2611804,2024,191614324.77
136,Rio Formoso,2611903,2012,
136,Rio Formoso,2611903,2013,
136,Rio Formoso,2611903,2014,
136,Rio Formoso,2611903,2015,
136,Rio Formoso,2611903,2016,
136,Rio Formoso,2611903,2017,64802260.77
136,Rio Formoso,2611903,2018,69333692.58
136,Rio Formoso,2611903,2019,72574217.6
136,Rio Formoso,2611903,2020,77312393.35
136,Rio Formoso,2611903,2021,90465254.33
136,Rio Formoso,2611903,2022,121531411.46
136,Rio Formoso,2611903,2023,124054244.48
136,Rio Formoso,2611903,2024,133282637.48
137,Sairé,2612000,2012,
137,Sairé,2612000,2013,
137,Sairé,2612000,2014,
137,Sairé,2612000,2015,
137,Sairé,2612000,2016,
137,Sairé,2612000,2017,27144797.68
137,Sairé,2612000,2018,27644050.83
137,Sairé,2612000,2019,26971298.29
137,Sairé,2612000,2020,28359973.98
137,Sairé,2612000,2021,31885115.52
137,Sairé,2612000,2022,41911104.82
137,Sairé,2612000,2023,51618017.39
137,Sairé,2612000,2024,61729566.53
138,Salgadinho,2612109,2012,
138,Salgadinho,2612109,2013,
138,Salgadinho,2612109,2014,
138,Salgadinho,2612109,2015,
138,Salgadinho,2612109,2016,
138,Salgadinho,2612109,2017,23802106.62
138,Salgadinho,2612109,2018,27980296.69
138,Salgadinho,2612109,2019,22828851.1
138,Salgadinho,2612109,2020,28923612.94
138,Salgadinho,2612109,2021,31376252.53
138,Salgadinho,2612109,2022,40449765.01
138,Salgadinho,2612109,2023,21832729.2
138,Salgadinho,2612109,2024,40954873.44
139,Salgueiro,2612208,2012,
139,Salgueiro,2612208,2013,
139,Salgueiro,2612208,2014,
139,Salgueiro,2612208,2015,
139,Salgueiro,2612208,2016,
139,Salgueiro,2612208,2017,108319585.46
139,Salgueiro,2612208,2018,124151294.63
139,Salgueiro,2612208,2019,130587517.95
139,Salgueiro,2612208,2020,156045704.61
139,Salgueiro,2612208,2021,156035484.57
139,Salgueiro,2612208,2022,208544561.62
139,Salgueiro,2612208,2023,229795463.75
139,Salgueiro,2612208,2024,258727598.06
140,Saloá,2612307,2012,
140,Saloá,2612307,2013,
140,Saloá,2612307,2014,
140,Saloá,2612307,2015,
140,Saloá,2612307,2016,
140,Saloá,2612307,2017,44605570.17
140,Saloá,2612307,2018,45670623.1
140,Saloá,2612307,2019,50651674.47
140,Saloá,2612307,2020,54904692.51
140,Saloá,2612307,2021,58678134.88
140,Saloá,2612307,2022,69949629.79
140,Saloá,2612307,2023,84014347.99
140,Saloá,2612307,2024,94432877.12
141,Sanharó,2612406,2012,
141,Sanharó,2612406,2013,
141,Sanharó,2612406,2014,
141,Sanharó,2612406,2015,
141,Sanharó,2612406,2016,
141,Sanharó,2612406,2017,43612548.74
141,Sanharó,2612406,2018,47052151.87
141,Sanharó,2612406,2019,52414510.87
141,Sanharó,2612406,2020,58573552.8
141,Sanharó,2612406,2021,53734401.17
141,Sanharó,2612406,2022,40449765.01
141,Sanharó,2612406,2023,89697056.4
141,Sanharó,2612406,2024,110391166.25
142,Santa Cruz,2612455,2012,
142,Santa Cruz,2612455,2013,
142,Santa Cruz,2612455,2014,
142,Santa Cruz,2612455,2015,
142,Santa Cruz,2612455,2016,
142,Santa Cruz,2612455,2017,34161593.34
142,Santa Cruz,2612455,2018,35321643.32
142,Santa Cruz,2612455,2019,38449808.34
142,Santa Cruz,2612455,2020,42430104.49
142,Santa Cruz,2612455,2021,51523923.93
142,Santa Cruz,2612455,2022,60875298.15
142,Santa Cruz,2612455,2023,79860547.75
142,Santa Cruz,2612455,2024,84018946.38
143,Santa Cruz da Baixa Verde,2612471,2012,
143,Santa Cruz da Baixa Verde,2612471,2013,
143,Santa Cruz da Baixa Verde,2612471,2014,
143,Santa Cruz da Baixa Verde,2612471,2015,
143,Santa Cruz da Baixa Verde,2612471,2016,
143,Santa Cruz da Baixa Verde,2612471,2017,30331584.4
143,Santa Cruz da Baixa Verde,2612471,2018,33210731.97
143,Santa Cruz da Baixa Verde,2612471,2019,36815156.31
143,Santa Cruz da Baixa Verde,2612471,2020,39879373.51
143,Santa Cruz da Baixa Verde,2612471,2021,41719730.57
143,Santa Cruz da Baixa Verde,2612471,2022,54888617.16
143,Santa Cruz da Baixa Verde,2612471,2023,64403045.47
143,Santa Cruz da Baixa Verde,2612471,2024,74368334.52
144,Santa Cruz do Capibaribe,2612505,2012,
144,Santa Cruz do Capibaribe,2612505,2013,
144,Santa Cruz do Capibaribe,2612505,2014,
144,Santa Cruz do Capibaribe,2612505,2015,
144,Santa Cruz do Capibaribe,2612505,2016,
144,Santa Cruz do Capibaribe,2612505,2017,155186769.35
144,Santa Cruz do Capibaribe,2612505,2018,172164941.61
144,Santa Cruz do Capibaribe,2612505,2019,169536157.59
144,Santa Cruz do Capibaribe,2612505,2020,198094344.94
144,Santa Cruz do Capibaribe,2612505,2021,214023401.1
144,Santa Cruz do Capibaribe,2612505,2022,299309482.83
144,Santa Cruz do Capibaribe,2612505,2023,340541631.18
144,Santa Cruz do Capibaribe,2612505,2024,424563667.54
145,Santa Filomena,2612554,2012,
145,Santa Filomena,2612554,2013,
145,Santa Filomena,2612554,2014,
145,Santa Filomena,2612554,2015,
145,Santa Filomena,2612554,2016,
145,Santa Filomena,2612554,2017,31283544.93
145,Santa Filomena,2612554,2018,36604033.98
145,Santa Filomena,2612554,2019,38295330.24
145,Santa Filomena,2612554,2020,42145002.6
145,Santa Filomena,2612554,2021,39881566.58
145,Santa Filomena,2612554,2022,57657815.09
145,Santa Filomena,2612554,2023,62459727.18
145,Santa Filomena,2612554,2024,65691432.68
146,Santa Maria da Boa Vista,2612604,2012,
146,Santa Maria da Boa Vista,2612604,2013,
146,Santa Maria da Boa Vista,2612604,2014,
146,Santa Maria da Boa Vista,2612604,2015,
146,Santa Maria da Boa Vista,2612604,2016,
146,Santa Maria da Boa Vista,2612604,2017,89565728.01
146,Santa Maria da Boa Vista,2612604,2018,116220651.18
146,Santa Maria da Boa Vista,2612604,2019,97528451.8
146,Santa Maria da Boa Vista,2612604,2020,122409882.83
146,Santa Maria da Boa Vista,2612604,2021,113401403.81
146,Santa Maria da Boa Vista,2612604,2022,151828986.63
146,Santa Maria da Boa Vista,2612604,2023,192113379.39
146,Santa Maria da Boa Vista,2612604,2024,205037540.89
147,Santa Maria do Cambucá,2612703,2012,
147,Santa Maria do Cambucá,2612703,2013,
147,Santa Maria do Cambucá,2612703,2014,
147,Santa Maria do Cambucá,2612703,2015,
147,Santa Maria do Cambucá,2612703,2016,
147,Santa Maria do Cambucá,2612703,2017,30093780.14
147,Santa Maria do Cambucá,2612703,2018,30065872.51
147,Santa Maria do Cambucá,2612703,2019,31527697.51
147,Santa Maria do Cambucá,2612703,2020,35368014.35
147,Santa Maria do Cambucá,2612703,2021,41657778.4
147,Santa Maria do Cambucá,2612703,2022,52402813.62
147,Santa Maria do Cambucá,2612703,2023,60238285.65
147,Santa Maria do Cambucá,2612703,2024,67199044.41
148,Santa Terezinha,2612802,2012,
148,Santa Terezinha,2612802,2013,
148,Santa Terezinha,2612802,2014,
148,Santa Terezinha,2612802,2015,
148,Santa Terezinha,2612802,2016,
148,Santa Terezinha,2612802,2017,29066433.79
148,Santa Terezinha,2612802,2018,30157016
148,Santa Terezinha,2612802,2019,27374283.41
148,Santa Terezinha,2612802,2020,34618362.42
148,Santa Terezinha,2612802,2021,39674120.58
148,Santa Terezinha,2612802,2022,55971549.1
148,Santa Terezinha,2612802,2023,57866458.02
148,Santa Terezinha,2612802,2024,70152792.35
149,São Benedito do Sul,2612901,2012,
149,São Benedito do Sul,2612901,2013,
149,São Benedito do Sul,2612901,2014,
149,São Benedito do Sul,2612901,2015,
149,São Benedito do Sul,2612901,2016,
149,São Benedito do Sul,2612901,2017,28451663.56
149,São Benedito do Sul,2612901,2018,32284820.23
149,São Benedito do Sul,2612901,2019,33303193.13
149,São Benedito do Sul,2612901,2020,36017066.19
149,São Benedito do Sul,2612901,2021,41345611.39
149,São Benedito do Sul,2612901,2022,53013943.35
149,São Benedito do Sul,2612901,2023,55717203.29
149,São Benedito do Sul,2612901,2024,62944478.4
150,São Bento do Una,2613008,2012,22865102.96
150,São Bento do Una,2613008,2013,7456206.24
150,São Bento do Una,2613008,2014,81813179.77
150,São Bento do Una,2613008,2015,84066070.5
150,São Bento do Una,2613008,2016,81953983.36
150,São Bento do Una,2613008,2017,93033917.7
150,São Bento do Una,2613008,2018,106047778.48
150,São Bento do Una,2613008,2019,107388957.52
150,São Bento do Una,2613008,2020,109871925.44
150,São Bento do Una,2613008,2021,126862566.87
150,São Bento do Una,2613008,2022,156830602.83
150,São Bento do Una,2613008,2023,186356943.28
150,São Bento do Una,2613008,2024,222383398.22
151,São Caetano,2613107,2012,40759768.7
151,São Caetano,2613107,2013,41014008.12
151,São Caetano,2613107,2014,49069504.17
151,São Caetano,2613107,2015,52488004.02
151,São Caetano,2613107,2016,56952996.57
151,São Caetano,2613107,2017,56412470.59
151,São Caetano,2613107,2018,64695216.3
151,São Caetano,2613107,2019,69231930.37
151,São Caetano,2613107,2020,86716855.98
151,São Caetano,2613107,2021,75843239.43
151,São Caetano,2613107,2022,113111405.21
151,São Caetano,2613107,2023,134046725.43
151,São Caetano,2613107,2024,147400710.9
152,São João,2613206,2012,35849180.81
152,São João,2613206,2013,40032248.31
152,São João,2613206,2014,41871019.94
152,São João,2613206,2015,38144159.75
152,São João,2613206,2016,42638194.46
152,São João,2613206,2017,34773997.03
152,São João,2613206,2018,57500178.98
152,São João,2613206,2019,59176073.53
152,São João,2613206,2020,45341316.12
152,São João,2613206,2021,27027133.07
152,São João,2613206,2022,99136597.92
152,São João,2613206,2023,108053044.18
152,São João,2613206,2024,132242726.85
153,São Joaquim do Monte,2613305,2012,11542020.62
153,São Joaquim do Monte,2613305,2013,9202436.41
153,São Joaquim do Monte,2613305,2014,37898461.82
153,São Joaquim do Monte,2613305,2015,39880337.18
153,São Joaquim do Monte,2613305,2016,45574057.4
153,São Joaquim do Monte,2613305,2017,48663402.02
153,São Joaquim do Monte,2613305,2018,55931784.8
153,São Joaquim do Monte,2613305,2019,53724278.22
153,São Joaquim do Monte,2613305,2020,56048900.47
153,São Joaquim do Monte,2613305,2021,68313826.59
153,São Joaquim do Monte,2613305,2022,82341733.09
153,São Joaquim do Monte,2613305,2023,88045170.73
153,São Joaquim do Monte,2613305,2024,107534830.22
154,São José da Coroa Grande,2613404,2012,28092563.44
154,São José da Coroa Grande,2613404,2013,32892205.1
154,São José da Coroa Grande,2613404,2014,36818493.8
154,São José da Coroa Grande,2613404,2015,35673853.26
154,São José da Coroa Grande,2613404,2016,41210098.99
154,São José da Coroa Grande,2613404,2017,46153160.59
154,São José da Coroa Grande,2613404,2018,50837903.78
154,São José da Coroa Grande,2613404,2019,51333732.43
154,São José da Coroa Grande,2613404,2020,63663710.23
154,São José da Coroa Grande,2613404,2021,69779217.4
154,São José da Coroa Grande,2613404,2022,88718735
154,São José da Coroa Grande,2613404,2023,105863135.72
154,São José da Coroa Grande,2613404,2024,132722758.41
155,São José do Belmonte,2613503,2012,45142560.07
155,São José do Belmonte,2613503,2013,44418689.31
155,São José do Belmonte,2613503,2014,51115551.1
155,São José do Belmonte,2613503,2015,53327350.67
155,São José do Belmonte,2613503,2016,60041303.66
155,São José do Belmonte,2613503,2017,61509382.97
155,São José do Belmonte,2613503,2018,73877685.58
155,São José do Belmonte,2613503,2019,83878322.58
155,São José do Belmonte,2613503,2020,82510028.2
155,São José do Belmonte,2613503,2021,85671922.02
155,São José do Belmonte,2613503,2022,125521652.49
155,São José do Belmonte,2613503,2023,165208135.88
155,São José do Belmonte,2613503,2024,169176432.79
156,São José do Egito,2613602,2012,31969402.2
156,São José do Egito,2613602,2013,33088130.94
156,São José do Egito,2613602,2014,40167011.35
156,São José do Egito,2613602,2015,60719897.81
156,São José do Egito,2613602,2016,59114917.85
156,São José do Egito,2613602,2017,70774277.41
156,São José do Egito,2613602,2018,78210242.99
156,São José do Egito,2613602,2019,83759888.66
156,São José do Egito,2613602,2020,101242563.09
156,São José do Egito,2613602,2021,92054701.94
156,São José do Egito,2613602,2022,118237979.43
156,São José do Egito,2613602,2023,124295965.68
156,São José do Egito,2613602,2024,152792815.39
157,São Lourenço da Mata,2613701,2012,114228905.85
157,São Lourenço da Mata,2613701,2013,104885771.91
157,São Lourenço da Mata,2613701,2014,140914763.25
157,São Lourenço da Mata,2613701,2015,133140565.14
157,São Lourenço da Mata,2613701,2016,151246913.96
157,São Lourenço da Mata,2613701,2017,135802566.24
157,São Lourenço da Mata,2613701,2018,177545047.75
157,São Lourenço da Mata,2613701,2019,185087745.83
157,São Lourenço da Mata,2613701,2020,197802109.43
157,São Lourenço da Mata,2613701,2021,197041056.42
157,São Lourenço da Mata,2613701,2022,289425495.1
157,São Lourenço da Mata,2613701,2023,334424249.58
157,São Lourenço da Mata,2613701,2024,379001634.99
158,São Vicente Férrer,2613800,2012,25875990.06
158,São Vicente Férrer,2613800,2013,28885325.15
158,São Vicente Férrer,2613800,2014,33798729.4
158,São Vicente Férrer,2613800,2015,35708167.25
158,São Vicente Férrer,2613800,2016,35713420.26
158,São Vicente Férrer,2613800,2017,40389444.1
158,São Vicente Férrer,2613800,2018,43869255.13
158,São Vicente Férrer,2613800,2019,44183594.18
158,São Vicente Férrer,2613800,2020,48458880.12
158,São Vicente Férrer,2613800,2021,54038878.68
158,São Vicente Férrer,2613800,2022,75833230.97
158,São Vicente Férrer,2613800,2023,84657879.99
158,São Vicente Férrer,2613800,2024,95652330.65
159,Serra Talhada,2613909,2012,108349710.87
159,Serra Talhada,2613909,2013,127120778.05
159,Serra Talhada,2613909,2014,142567027.94
159,Serra Talhada,2613909,2015,158813324.61
159,Serra Talhada,2613909,2016,113500520.16
159,Serra Talhada,2613909,2017,185475463.28
159,Serra Talhada,2613909,2018,194178517.59
159,Serra Talhada,2613909,2019,209355073.49
159,Serra Talhada,2613909,2020,226664714.13
159,Serra Talhada,2613909,2021,265011058.89
159,Serra Talhada,2613909,2022,329281355.85
159,Serra Talhada,2613909,2023,359784951.75
159,Serra Talhada,2613909,2024,410347082.82
160,Serrita,2614006,2012,31173574.23
160,Serrita,2614006,2013,39625864.38
160,Serrita,2614006,2014,41100867.74
160,Serrita,2614006,2015,40378659.7
160,Serrita,2614006,2016,48857223.23
160,Serrita,2614006,2017,48298163.31
160,Serrita,2614006,2018,51851809.49
160,Serrita,2614006,2019,55995517.18
160,Serrita,2614006,2020,68300260.01
160,Serrita,2614006,2021,66163225.95
160,Serrita,2614006,2022,84134705.35
160,Serrita,2614006,2023,87278806.18
160,Serrita,2614006,2024,103302358.87
161,Sertânia,2614105,2012,47765988.71
161,Sertânia,2614105,2013,15688523.41
161,Sertânia,2614105,2014,60208378.96
161,Sertânia,2614105,2015,60237053.17
161,Sertânia,2614105,2016,57583744.65
161,Sertânia,2614105,2017,43443507.33
161,Sertânia,2614105,2018,79381867.72
161,Sertânia,2614105,2019,89988500.96
161,Sertânia,2614105,2020,74019963.36
161,Sertânia,2614105,2021,100737768.57
161,Sertânia,2614105,2022,124644400.53
161,Sertânia,2614105,2023,140542171.76
161,Sertânia,2614105,2024,155994252.61
162,Sirinhaém,2614204,2012,53070606.02
162,Sirinhaém,2614204,2013,58213988.8
162,Sirinhaém,2614204,2014,67777185.17
162,Sirinhaém,2614204,2015,68952836.18
162,Sirinhaém,2614204,2016,76425141.85
162,Sirinhaém,2614204,2017,82692811.67
162,Sirinhaém,2614204,2018,89888906.83
162,Sirinhaém,2614204,2019,101070835.44
162,Sirinhaém,2614204,2020,114937999.38
162,Sirinhaém,2614204,2021,98418699.89
162,Sirinhaém,2614204,2022,131903058.21
162,Sirinhaém,2614204,2023,157386836.04
162,Sirinhaém,2614204,2024,186762776.3
163,Solidão,2614402,2012,10331404.14
163,Solidão,2614402,2013,13558776.21
163,Solidão,2614402,2014,17562564.78
163,Solidão,2614402,2015,12040161.74
163,Solidão,2614402,2016,15581577.05
163,Solidão,2614402,2017,19023239.19
163,Solidão,2614402,2018,21973130.67
163,Solidão,2614402,2019,23459595.17
163,Solidão,2614402,2020,26583049.23
163,Solidão,2614402,2021,33969247.14
163,Solidão,2614402,2022,43340265.92
163,Solidão,2614402,2023,43344168.88
163,Solidão,2614402,2024,58395986.12
164,Surubim,2614501,2012,67583113.74
164,Surubim,2614501,2013,12083236.29
164,Surubim,2614501,2014,80946358.03
164,Surubim,2614501,2015,90779449.48
164,Surubim,2614501,2016,97968612.47
164,Surubim,2614501,2017,107603968.62
164,Surubim,2614501,2018,112168364.21
164,Surubim,2614501,2019,115044408.36
164,Surubim,2614501,2020,132109728.27
164,Surubim,2614501,2021,139106217.97
164,Surubim,2614501,2022,180057758.76
164,Surubim,2614501,2023,217956560.27
164,Surubim,2614501,2024,233980423.53
165,Tabira,2614600,2012,29793460.2
165,Tabira,2614600,2013,25488551.32
165,Tabira,2614600,2014,36285881.21
165,Tabira,2614600,2015,42001721.64
165,Tabira,2614600,2016,49093612.02
165,Tabira,2614600,2017,53256371.84
165,Tabira,2614600,2018,53777252.7
165,Tabira,2614600,2019,55766157.08
165,Tabira,2614600,2020,61234551.02
165,Tabira,2614600,2021,75493569.03
165,Tabira,2614600,2022,90450305.78
165,Tabira,2614600,2023,101775375.16
165,Tabira,2614600,2024,120485148.71
166,Tacaimbó,2614709,2012,5088887.17
166,Tacaimbó,2614709,2013,5989008.08
166,Tacaimbó,2614709,2014,22873404.24
166,Tacaimbó,2614709,2015,23412245.78
166,Tacaimbó,2614709,2016,21612907.31
166,Tacaimbó,2614709,2017,25822945.91
166,Tacaimbó,2614709,2018,27628085.31
166,Tacaimbó,2614709,2019,28272512.83
166,Tacaimbó,2614709,2020,31892220.09
166,Tacaimbó,2614709,2021,37185316.47
166,Tacaimbó,2614709,2022,43544483.62
166,Tacaimbó,2614709,2023,57169474.09
166,Tacaimbó,2614709,2024,76813559.8
167,Tacaratu,2614808,2012,20754297.13
167,Tacaratu,2614808,2013,9048101.84
167,Tacaratu,2614808,2014,43916791.11
167,Tacaratu,2614808,2015,40701247.37
167,Tacaratu,2614808,2016,38896902.3
167,Tacaratu,2614808,2017,55934113.79
167,Tacaratu,2614808,2018,51838795.91
167,Tacaratu,2614808,2019,56900837.95
167,Tacaratu,2614808,2020,60244863.25
167,Tacaratu,2614808,2021,64250801.4
167,Tacaratu,2614808,2022,90928257.43
167,Tacaratu,2614808,2023,97344981.59
167,Tacaratu,2614808,2024,104988298.3
168,Tamandaré,2614857,2012,42954350.46
168,Tamandaré,2614857,2013,45426832.02
168,Tamandaré,2614857,2014,51557345.15
168,Tamandaré,2614857,2015,49459308.1
168,Tamandaré,2614857,2016,56094185.74
168,Tamandaré,2614857,2017,61914080.28
168,Tamandaré,2614857,2018,63980641.5
168,Tamandaré,2614857,2019,67182402.1
168,Tamandaré,2614857,2020,75323146.5
168,Tamandaré,2614857,2021,86147838.7
168,Tamandaré,2614857,2022,109502622.59
168,Tamandaré,2614857,2023,131950110.65
168,Tamandaré,2614857,2024,138494213.99
169,Taquaritinga do Norte,2615003,2012,35173959.55
169,Taquaritinga do Norte,2615003,2013,39245711.73
169,Taquaritinga do Norte,2615003,2014,40571989.93
169,Taquaritinga do Norte,2615003,2015,39778530.04
169,Taquaritinga do Norte,2615003,2016,41440065.52
169,Taquaritinga do Norte,2615003,2017,43587425.57
169,Taquaritinga do Norte,2615003,2018,48505987.54
169,Taquaritinga do Norte,2615003,2019,51191934.63
169,Taquaritinga do Norte,2615003,2020,57568204.75
169,Taquaritinga do Norte,2615003,2021,67746324.3
169,Taquaritinga do Norte,2615003,2022,39766230.37
169,Taquaritinga do Norte,2615003,2023,94964998.33
169,Taquaritinga do Norte,2615003,2024,105009907.48
170,Terezinha,2615102,2012,15144190.71
170,Terezinha,2615102,2013,16300281.38
170,Terezinha,2615102,2014,18433304.07
170,Terezinha,2615102,2015,17536061.05
170,Terezinha,2615102,2016,17127815.89
170,Terezinha,2615102,2017,13167579.69
170,Terezinha,2615102,2018,24721564.01
170,Terezinha,2615102,2019,27723110.51
170,Terezinha,2615102,2020,25399173.82
170,Terezinha,2615102,2021,30935674.32
170,Terezinha,2615102,2022,39536423.98
170,Terezinha,2615102,2023,44780613.44
170,Terezinha,2615102,2024,59332144.91
171,Terra Nova,2615201,2012,17789413.13
171,Terra Nova,2615201,2013,12123130.39
171,Terra Nova,2615201,2014,18978136.24
171,Terra Nova,2615201,2015,18290865.5
171,Terra Nova,2615201,2016,21098011.35
171,Terra Nova,2615201,2017,23639551.8
171,Terra Nova,2615201,2018,28092518.2
171,Terra Nova,2615201,2019,30212386.98
171,Terra Nova,2615201,2020,29685944.23
171,Terra Nova,2615201,2021,37126815.4
171,Terra Nova,2615201,2022,47657348.34
171,Terra Nova,2615201,2023,48929258.1
171,Terra Nova,2615201,2024,64661411.18
172,Timbaúba,2615300,2012,81583411.83
172,Timbaúba,2615300,2013,83503336.93
172,Timbaúba,2615300,2014,92997152.67
172,Timbaúba,2615300,2015,103759707.54
172,Timbaúba,2615300,2016,85182402.56
172,Timbaúba,2615300,2017,103930791.51
